Trial_ID,Step,Stimulus,Response,ResponseTime,Duration,CorrectAnswer,Type
1.0,Fixation,+,,,0.5101966250222176,,
1.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5092620416544378,[,fNN
1.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.0038737083086744,[,fNN
1.0,ITI,ITI,,,0.4771882083150558,,
1.0,Fixation,+,,,2.5030074166716076,,
2.0,Fixation,+,,,0.5042319166241214,,
2.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.5044237083639018,[,mNTc
2.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.0040296249790117,[,mNTc
2.0,ITI,ITI,,,0.7271286665927619,,
2.0,Fixation,+,,,2.5031254999921657,,
3.0,Fixation,+,,,0.5047123333788477,,
3.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2t.bmp,,,0.5053763333125971,[,fNTi
3.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2t.bmp,,,1.003494041680824,[,fNTi
3.0,ITI,ITI,,,0.4775942083215341,,
3.0,Fixation,+,,,2.502937958284747,,
4.0,Fixation,+,,,0.5051619166042656,,
4.0,Display Faces,enlarged_images/B/m1n.bmp / enlarged_images/B/m1n.bmp,,,0.5049755000509322,[,mNN
4.0,Display Faces,enlarged_images/B/m1n.bmp / enlarged_images/B/m1n.bmp,,,1.003724833310116,[,mNN
4.0,ITI,ITI,,,0.2578462917008437,,
4.0,Fixation,+,,,2.503345791657921,,
5.0,Fixation,+,,,0.5071517917094752,,
5.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,0.5054477917146869,[,fNTc
5.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,1.0039719166816212,[,fNTc
5.0,ITI,ITI,,,0.4778739166795276,,
5.0,Fixation,+,,,2.5033574999542907,,
6.0,Fixation,+,,,0.5047500833170488,,
6.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,0.5046336249797605,[,fNN
6.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,1.003714166698046,[,fNN
6.0,ITI,ITI,,,0.45235883339773864,,
6.0,Fixation,+,,,2.502889916591812,,
7.0,Fixation,+,,,0.5044229999766685,,
7.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,0.5050233749789186,[,fNTc
7.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,1.003971208294388,[,fNTc
7.0,ITI,ITI,,,0.3524575416231528,,
7.0,Fixation,+,,,2.503502291685436,,
8.0,Fixation,+,,,0.5048388750292361,,
8.0,Display Faces,enlarged_images/B/m3t.bmp / enlarged_images/B/m3n.bmp,,,0.5048627499490976,[,mNTi
8.0,Display Faces,enlarged_images/B/m3t.bmp / enlarged_images/B/m3n.bmp,,,1.004821333277505,[,mNTi
8.0,ITI,ITI,,,0.7026834167190827,,
8.0,Fixation,+,,,2.507699625042733,,
9.0,Fixation,+,,,0.5042117499979213,,
9.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,0.504877166589722,[,mNN
9.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,1.0040878333384171,[,mNN
9.0,ITI,ITI,,,0.702855791663751,,
9.0,Fixation,+,,,2.502998791693244,,
10.0,Fixation,+,,,0.5040500416071154,,
10.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5041982916882262,[,fNTc
10.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.002976291696541,[,fNTc
10.0,ITI,ITI,,,0.3519954166840762,,
10.0,Fixation,+,,,2.5027405000291765,,
11.0,Fixation,+,,,0.5041256249533035,,
11.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.5038518750225194,[,fNN
11.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.0029778333264403,[,fNN
11.0,ITI,ITI,,,0.6771083333296701,,
11.0,Fixation,+,,,2.502489125006832,,
12.0,Fixation,+,,,0.5040272499900311,,
12.0,Display Faces,enlarged_images/B/m5n.bmp / enlarged_images/B/m5n.bmp,,,0.5044468333362602,[,mNN
12.0,Display Faces,enlarged_images/B/m5n.bmp / enlarged_images/B/m5n.bmp,,,1.0034496249863878,[,mNN
12.0,ITI,ITI,,,0.6522875415976159,,
12.0,Fixation,+,,,2.502502416667994,,
13.0,Fixation,+,,,0.5039560833247378,,
13.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5036487499601208,[,mNTc
13.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.0032910833251663,[,mNTc
13.0,ITI,ITI,,,0.6271035833633505,,
13.0,Fixation,+,,,2.5031204999540932,,
14.0,Fixation,+,,,0.5043207915732637,,
14.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5037359583075158,[,mNTc
14.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.0030368749867193,[,mNTc
14.0,ITI,ITI,,,0.6520364166353829,,
14.0,Fixation,+,,,2.502642333274707,,
15.0,Fixation,+,,,0.5046460833400488,,
15.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,0.5037239582743496,[,fNN
15.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,1.0028994582826272,[,fNN
15.0,ITI,ITI,,,0.2525163749814965,,
15.0,Fixation,+,,,2.502789375022985,,
16.0,Fixation,+,,,0.5044271667138673,,
16.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,0.503741666674614,[,fNN
16.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,1.0031671249889769,[,fNN
16.0,ITI,ITI,,,0.7520314166904427,,
16.0,Fixation,+,,,2.5024550833622925,,
17.0,Fixation,+,,,0.5039850000175647,,
17.0,Display Faces,enlarged_images/B/f1t.bmp / enlarged_images/B/f1n.bmp,,,0.5042389999725856,[,fNTi
17.0,Display Faces,enlarged_images/B/f1t.bmp / enlarged_images/B/f1n.bmp,,,1.0030042083817534,[,fNTi
17.0,ITI,ITI,,,0.6022884583217092,,
17.0,Fixation,+,,,2.5027051250217482,,
18.0,Fixation,+,,,0.5045674583525397,,
18.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,0.5034988333354704,[,mNN
18.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,1.003113791695796,[,mNN
18.0,ITI,ITI,,,0.5271968333399855,,
18.0,Fixation,+,,,2.5022923333453946,,
19.0,Fixation,+,,,0.5042572499951348,,
19.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.503815374977421,[,mNTc
19.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.0031996666220948,[,mNTc
19.0,ITI,ITI,,,0.7274976249900647,,
19.0,Fixation,+,,,2.5025449999957345,,
20.0,Fixation,+,,,0.504349916591309,,
20.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5034593332675286,[,mNTc
20.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.0036302916705608,[,mNTc
20.0,ITI,ITI,,,0.4025320832733996,,
20.0,Fixation,+,,,2.5027116666315123,,
21.0,Fixation,+,,,0.5042382082901895,,
21.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3t.bmp,,,0.5040938333258964,[,fNTi
21.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3t.bmp,,,1.0030726249678992,[,fNTi
21.0,ITI,ITI,,,0.6022810416761786,,
21.0,Fixation,+,,,2.502399666584097,,
22.0,Fixation,+,,,0.5044423333602026,,
22.0,Display Faces,enlarged_images/B/f1t.bmp / enlarged_images/B/f1n.bmp,,,0.5039567916537635,[,fNTi
22.0,Display Faces,enlarged_images/B/f1t.bmp / enlarged_images/B/f1n.bmp,,,1.0034245832939632,[,fNTi
22.0,ITI,ITI,,,0.6773796249763109,,
22.0,Fixation,+,,,2.503130708297249,,
23.0,Fixation,+,,,0.5041513749747537,,
23.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1t.bmp,,,0.5034942083293572,[,fNTi
23.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1t.bmp,,,1.002924083324615,[,fNTi
23.0,ITI,ITI,,,0.35228200000710785,,
23.0,Fixation,+,,,2.5022969582933,,
24.0,Fixation,+,,,0.5043882500031032,,
24.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2t.bmp,,,0.503656166663859,[,fNTi
24.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2t.bmp,,,1.0030078333220445,[,fNTi
24.0,ITI,ITI,,,0.3271627083886415,,
24.0,Fixation,+,,,2.502269041724503,,
25.0,Fixation,+,,,0.5046642500092275,,
25.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5038675417308696,[,fNTc
25.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.003326541685965,[,fNTc
25.0,ITI,ITI,,,0.25222062499960884,,
25.0,Fixation,+,,,2.5022673750063404,,
26.0,Fixation,+,,,0.5047192083438858,,
26.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4t.bmp,,,0.5043762083514594,[,mNTi
26.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4t.bmp,,,1.0031253334018402,[,mNTi
26.0,ITI,ITI,,,0.40224683337146416,,
26.0,Fixation,+,,,2.5028395416447893,,
27.0,Fixation,+,,,0.5040768749895506,,
27.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,0.5036659999750555,[,fNTc
27.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,1.003099416673649,[,fNTc
27.0,ITI,ITI,,,0.7520949583267793,,
27.0,Fixation,+,,,2.5029418334015645,,
28.0,Fixation,+,,,0.5046875416883267,,
28.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,0.5036226666998118,[,fNTc
28.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,1.0038740833988413,[,fNTc
28.0,ITI,ITI,,,0.7518477500416338,,
28.0,Fixation,+,,,2.5023793333675712,,
29.0,Fixation,+,,,0.5040537916356698,,
29.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4t.bmp,,,0.5040576666942798,[,fNTi
29.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4t.bmp,,,1.0031289999606088,[,fNTi
29.0,ITI,ITI,,,0.37729104165919125,,
29.0,Fixation,+,,,2.5022980833309703,,
30.0,Fixation,+,,,0.5046462916070595,,
30.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5036940000136383,[,mNTc
30.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.0029760000179522,[,mNTc
30.0,ITI,ITI,,,0.5272516666445881,,
30.0,Fixation,+,,,2.50311699998565,,
31.0,Fixation,+,,,0.5040133332950063,,
31.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,0.5040040832827799,[,mNTc
31.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,1.003574833390303,[,mNTc
31.0,ITI,ITI,,,0.47742579167243093,,
31.0,Fixation,+,,,2.5024326666025445,,
32.0,Fixation,+,,,0.5043480833410285,,
32.0,Display Faces,enlarged_images/B/f2t.bmp / enlarged_images/B/f2n.bmp,,,0.503772875003051,[,fNTi
32.0,Display Faces,enlarged_images/B/f2t.bmp / enlarged_images/B/f2n.bmp,,,1.0031549999839626,[,fNTi
32.0,ITI,ITI,,,0.6772468333365396,,
32.0,Fixation,+,,,2.502799083304126,,
33.0,Fixation,+,,,0.5041124999988824,,
33.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,0.5037071666447446,[,fNTc
33.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,1.0033755833283067,[,fNTc
33.0,ITI,ITI,,,0.7021713333087973,,
33.0,Fixation,+,,,2.5027127083740197,,
34.0,Fixation,+,,,0.504395583353471,,
34.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,0.5037374583189376,[,mNN
34.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,1.0030653333524242,[,mNN
34.0,ITI,ITI,,,0.47736525000073016,,
34.0,Fixation,+,,,2.5027822083211504,,
35.0,Fixation,+,,,0.5041557915974408,,
35.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,0.5035156249650754,[,fNTc
35.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,1.0028885833453387,[,fNTc
35.0,ITI,ITI,,,0.5771481249830686,,
35.0,Fixation,+,,,2.5026173333171755,,
36.0,Fixation,+,,,0.504134958377108,,
36.0,Display Faces,enlarged_images/B/m5n.bmp / enlarged_images/B/m5t.bmp,,,0.5041974166524597,[,mNTi
36.0,Display Faces,enlarged_images/B/m5n.bmp / enlarged_images/B/m5t.bmp,,,1.0030998750007711,[,mNTi
36.0,ITI,ITI,,,0.5273547083488666,,
36.0,Fixation,+,,,2.5021919166320004,,
37.0,Fixation,+,,,0.5039825417334214,,
37.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4t.bmp,,,0.5038087915745564,[,fNTi
37.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4t.bmp,,,1.0030372083419934,[,fNTi
37.0,ITI,ITI,,,0.42712091672001407,,
37.0,Fixation,+,,,2.5023588333278894,,
38.0,Fixation,+,,,0.5042614166741259,,
38.0,Display Faces,enlarged_images/B/f2t.bmp / enlarged_images/B/f2n.bmp,,,0.5037658750079572,[,fNTi
38.0,Display Faces,enlarged_images/B/f2t.bmp / enlarged_images/B/f2n.bmp,,,1.0034838750143535,[,fNTi
38.0,ITI,ITI,,,0.32705383334541693,,
38.0,Fixation,+,,,2.502442875003908,,
39.0,Fixation,+,,,0.5041152082849294,,
39.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,0.5036083332961425,[,fNN
39.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,1.003042708383873,[,fNN
39.0,ITI,ITI,,,0.5521611250005662,,
39.0,Fixation,+,,,2.5026119583053514,,
40.0,Fixation,+,,,0.5043587082764134,,
40.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,0.5053797917207703,[,mNTc
40.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,1.0030857083038427,[,mNTc
40.0,ITI,ITI,,,0.7021697500022128,,
40.0,Fixation,+,,,2.502732124994509,,
41.0,Fixation,+,,,0.5046712500043213,,
41.0,Display Faces,enlarged_images/B/m3n.bmp / enlarged_images/B/m3t.bmp,,,0.5037568332627416,[,mNTi
41.0,Display Faces,enlarged_images/B/m3n.bmp / enlarged_images/B/m3t.bmp,,,1.003037583315745,[,mNTi
41.0,ITI,ITI,,,0.652338833315298,,
41.0,Fixation,+,,,2.502725291706156,,
42.0,Fixation,+,,,0.5042339166393504,,
42.0,Display Faces,enlarged_images/B/m2n.bmp / enlarged_images/B/m2n.bmp,,,0.5088539166026749,[,mNN
42.0,Display Faces,enlarged_images/B/m2n.bmp / enlarged_images/B/m2n.bmp,,,1.003047708363738,[,mNN
42.0,ITI,ITI,,,0.42733829165808856,,
42.0,Fixation,+,,,2.502451625012327,,
43.0,Fixation,+,,,0.5039567084168084,,
43.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,0.5037639167276211,[,fNN
43.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1n.bmp,,,1.0029902083333582,[,fNN
43.0,ITI,ITI,,,0.6771394583629444,,
43.0,Fixation,+,,,2.502899666724261,,
44.0,Fixation,+,,,0.5046354167279787,,
44.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,0.5037418749998324,[,fNTc
44.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,1.0030968749779277,[,fNTc
44.0,ITI,ITI,,,0.327870124951005,,
44.0,Fixation,+,,,2.503182333370205,,
45.0,Fixation,+,,,0.5042558750137687,,
45.0,Display Faces,enlarged_images/B/m5n.bmp / enlarged_images/B/m5n.bmp,,,0.5038814166910015,[,mNN
45.0,Display Faces,enlarged_images/B/m5n.bmp / enlarged_images/B/m5n.bmp,,,1.0033918332774192,[,mNN
45.0,ITI,ITI,,,0.4274491249816492,,
45.0,Fixation,+,,,2.5025997916818596,,
46.0,Fixation,+,,,0.5060576666728593,,
46.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.5036835833452642,[,fNN
46.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.0036773333558813,[,fNN
46.0,ITI,ITI,,,0.27728833339642733,,
46.0,Fixation,+,,,2.502430708380416,,
47.0,Fixation,+,,,0.5041084582917392,,
47.0,Display Faces,enlarged_images/B/m4t.bmp / enlarged_images/B/m4n.bmp,,,0.5036253749858588,[,mNTi
47.0,Display Faces,enlarged_images/B/m4t.bmp / enlarged_images/B/m4n.bmp,,,1.0032568333554082,[,mNTi
47.0,ITI,ITI,,,0.4525143333012238,,
47.0,Fixation,+,,,2.5023729583481327,,
48.0,Fixation,+,,,0.5043330000480637,,
48.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.5041519167134538,[,fNTc
48.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.003132833284326,[,fNTc
48.0,ITI,ITI,,,0.7519843333284371,,
48.0,Fixation,+,,,2.503048916696571,,
49.0,Fixation,+,,,0.5046678750077263,,
49.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3t.bmp,,,0.5037402083980851,[,fNTi
49.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3t.bmp,,,1.0034345000167377,[,fNTi
49.0,ITI,ITI,,,0.4521955416421406,,
49.0,Fixation,+,,,2.502829250006471,,
50.0,Fixation,+,,,0.5045592083479278,,
50.0,Display Faces,enlarged_images/B/m3t.bmp / enlarged_images/B/m3n.bmp,,,0.5044871250283904,[,mNTi
50.0,Display Faces,enlarged_images/B/m3t.bmp / enlarged_images/B/m3n.bmp,,,1.0040208332939073,[,mNTi
50.0,ITI,ITI,,,0.3775479166652076,,
50.0,Fixation,+,,,2.503706666699145,,
51.0,Fixation,+,,,0.5043115416774526,,
51.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,0.5034756250097416,[,fNN
51.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5n.bmp,,,1.003410541685298,[,fNN
51.0,ITI,ITI,,,0.3021442916360684,,
51.0,Fixation,+,,,2.502204583317507,,
52.0,Fixation,+,,,0.5047994999913499,,
52.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,0.5041241250000894,[,mNTc
52.0,Display Faces,enlarged_images/B/f4n.bmp / enlarged_images/B/f4n.bmp,,,1.003503083367832,[,mNTc
52.0,ITI,ITI,,,0.5770871249842457,,
52.0,Fixation,+,,,2.502438583294861,,
53.0,Fixation,+,,,0.504131999972742,,
53.0,Display Faces,enlarged_images/B/m2n.bmp / enlarged_images/B/m2n.bmp,,,0.5036087916232646,[,mNN
53.0,Display Faces,enlarged_images/B/m2n.bmp / enlarged_images/B/m2n.bmp,,,1.0029647083138116,[,mNN
53.0,ITI,ITI,,,0.7023491666768678,,
53.0,Fixation,+,,,2.5030453333165497,,
54.0,Fixation,+,,,0.505065250035841,,
54.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,0.5088191666873172,[,mNN
54.0,Display Faces,enlarged_images/B/m4n.bmp / enlarged_images/B/m4n.bmp,,,1.0042370416340418,[,mNN
54.0,ITI,ITI,,,0.4024006666149944,,
54.0,Fixation,+,,,2.503039125003852,,
55.0,Fixation,+,,,0.504360499966424,,
55.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.5039312500157394,[,fNTc
55.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.0035082916729152,[,fNTc
55.0,ITI,ITI,,,0.6024813749827445,,
55.0,Fixation,+,,,2.502554291684646,,
56.0,Fixation,+,,,0.5049057916039601,,
56.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1t.bmp,,,0.5040893332916312,[,fNTi
56.0,Display Faces,enlarged_images/B/f1n.bmp / enlarged_images/B/f1t.bmp,,,1.0034501250484027,[,fNTi
56.0,ITI,ITI,,,0.32734291662927717,,
56.0,Fixation,+,,,2.503292625013273,,
57.0,Fixation,+,,,0.5044586249860004,,
57.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,0.5045637083239853,[,mNTc
57.0,Display Faces,enlarged_images/B/f3n.bmp / enlarged_images/B/f3n.bmp,,,1.0038455833564512,[,mNTc
57.0,ITI,ITI,,,0.4537384583381936,,
57.0,Fixation,+,,,2.503028374980204,,
58.0,Fixation,+,,,0.5047046666149981,,
58.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.5039568750071339,[,mNTc
58.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.0035764999920502,[,mNTc
58.0,ITI,ITI,,,0.7527124583139084,,
58.0,Fixation,+,,,2.5029493749607354,,
59.0,Fixation,+,,,0.5043292916379869,,
59.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5t.bmp,,,0.5043469583033584,[,fNTi
59.0,Display Faces,enlarged_images/B/f5n.bmp / enlarged_images/B/f5t.bmp,,,1.0041724583134055,[,fNTi
59.0,ITI,ITI,,,0.40226845833240077,,
59.0,Fixation,+,,,2.5032831666176207,,
60.0,Fixation,+,,,0.5086702082771808,,
60.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,0.5066744583309628,[,fNN
60.0,Display Faces,enlarged_images/B/f2n.bmp / enlarged_images/B/f2n.bmp,,,1.003301749995444,[,fNN
60.0,ITI,ITI,,,0.6024865832878277,,
60.0,Fixation,+,,,2.502980208315421,,
61.0,Fixation,+,,,0.5047369583044201,,
